name1,name,value,name1_id,name_id,name1_reclamation,name_reclamation,age,sampling_yr,assembly
BN92A_C2,BN92A_C1,-0.935530877618968,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_C2,BN92A_C3,-0.767511386618608,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_C3,BN92A_A1,-0.147379837457566,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_C3,BN92A_A2,-0.879783212197322,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_C3,BN92A_A3,-0.00520324661514804,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_C3,BN92A_B1,-1.5943517505853,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_C3,BN92A_B2,-1.49216690353275,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_C3,BN92A_B3,-1.1329020476445,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_C3,BN92A_C1,-0.0507633246959842,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_C3,BN92A_C2,-0.767511386618608,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN99A1_A1,BN99A1_A2,-1.79740545922692,1999,1999,biosolids,biosolids,19,2018,0
BN99A1_A1,BN99A1_A3,-1.99648991027489,1999,1999,biosolids,biosolids,19,2018,0
BN99A1_A1,BN99A1_B1,-0.490711842771137,1999,1999,biosolids,biosolids,19,2018,0
BN99A1_A1,BN99A1_B2,-2.0498767226348,1999,1999,biosolids,biosolids,19,2018,1
BN99A1_A1,BN99A1_B3,-1.27560046519993,1999,1999,biosolids,biosolids,19,2018,0
BN99A1_A1,BN99A1_C1,-1.40370679076921,1999,1999,biosolids,biosolids,19,2018,0
BN99A1_A1,BN99A1_C2,-0.895898888938939,1999,1999,biosolids,biosolids,19,2018,0
BN99A1_A1,BN99A1_C3,-1.94568012233568,1999,1999,biosolids,biosolids,19,2018,0
BN99A1_A1,BN99B_A1,-1.89252769222449,1999,1999,biosolids,biosolids,19,2018,0
BN99A1_A1,BN99B_A2,-1.18616931818149,1999,1999,biosolids,biosolids,19,2018,0
BN99A1_A1,BN99B_A3,-0.682159876881583,1999,1999,biosolids,biosolids,19,2018,0
BN99A1_A1,BN99B_B1,-1.65745426454438,1999,1999,biosolids,biosolids,19,2018,0
BN99A1_A1,BN99B_B2,-1.61268001692071,1999,1999,biosolids,biosolids,19,2018,0
BN99A1_A1,BN99B_B3,-1.36372675041415,1999,1999,biosolids,biosolids,19,2018,0
BN99A1_A1,BN99B_C1,-1.2783909076956,1999,1999,biosolids,biosolids,19,2018,0
BN99A1_A1,BN99B_C2,-0.610244335906536,1999,1999,biosolids,biosolids,19,2018,0
BN99A1_A1,BN99B_C3,-1.08898749583075,1999,1999,biosolids,biosolids,19,2018,0
BN99A1_A2,BN99A1_A1,-1.79740545922692,1999,1999,biosolids,biosolids,19,2018,0
BN99A1_A2,BN99A1_A3,-1.85078982296242,1999,1999,biosolids,biosolids,19,2018,0
