	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_2836	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Morchellaceae	g__Morchella	NA
ASV_2837	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae	g__Duddingtonia	s__flagrans
ASV_2838	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Lindgomycetaceae	NA	NA
ASV_2839	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2840	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Crocicreas	NA
ASV_2841	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae	NA	NA
ASV_2842	k__Fungi	p__Ascomycota	c__Geoglossomycetes	o__Geoglossales	f__Geoglossaceae	g__Geoglossum	s__umbratile
ASV_2843	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Schizothecium	NA
ASV_2844	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Cystofilobasidiales	f__Mrakiaceae	g__Mrakia	s__montana
ASV_2845	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	s__catenatum
ASV_2846	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Sporormiaceae	g__Preussia	s__polymorpha
ASV_2847	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Pezoloma	s__ericae
ASV_2848	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Erysiphales	f__Erysiphaceae	g__Blumeria	s__graminis
ASV_2849	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Erysiphales	f__Erysiphaceae	g__Blumeria	s__graminis
ASV_2850	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	NA
ASV_2851	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Exophiala	NA
ASV_2852	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Hyaloscypha	NA
ASV_2853	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2854	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2855	k__Fungi	p__Basidiomycota	c__Tritirachiomycetes	o__Tritirachiales	f__Tritirachiaceae	g__Paratritirachium	NA
ASV_2856	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Psathyrellaceae	g__Psathyrella	NA
ASV_2857	k__Fungi	p__Rozellomycota	NA	NA	NA	NA	NA
ASV_2858	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	NA	NA	NA
ASV_2859	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	NA	NA	NA
ASV_2860	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Leptosphaeriaceae	NA	NA
ASV_2861	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Microascales	f__Microascaceae	g__Acaulium	s__album
ASV_2862	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Microscypha	NA
ASV_2863	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	NA	NA
ASV_2864	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Schizothecium	NA
ASV_2865	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Leohumicola	NA
ASV_2866	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Hymenochaetales	NA	NA	NA
ASV_2867	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae	g__Orbilia	NA
ASV_2868	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
ASV_2869	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_2870	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Trichomeriaceae	g__Knufia	NA
ASV_2871	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mytilinidales	f__Gloniaceae	g__Cenococcum	NA
ASV_2872	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Phanerochaetaceae	NA	NA
ASV_2873	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Coniochaetales	f__Coniochaetaceae	g__Lecythophora	s__canina
ASV_2874	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
ASV_2875	k__Fungi	p__Rozellomycota	NA	NA	NA	NA	NA
ASV_2876	k__Fungi	p__Ascomycota	c__Lecanoromycetes	NA	NA	NA	NA
ASV_2877	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	s__catenatum
ASV_2878	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Microthyriales	NA	NA	NA
ASV_2879	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Claroideoglomeraceae	g__Claroideoglomus	NA
ASV_2880	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Hyphodiscus	NA
ASV_2881	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hamatocanthoscyphaceae	g__Xenopolyscytalum	NA
ASV_2882	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Venturiales	f__Cylindrosympodiaceae	g__Cylindrosympodium	NA
ASV_2883	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Cistella	NA
ASV_2884	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Teratosphaeriaceae	g__Constantinomyces	s__minimus
ASV_2885	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	NA	NA	NA	NA
ASV_2886	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Thelebolales	f__Pseudeurotiaceae	g__Pseudogymnoascus	s__pannorum
ASV_2887	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Psathyrellaceae	g__Coprinellus	s__flocculosus
ASV_2888	k__Fungi	p__Rozellomycota	NA	NA	NA	NA	NA
ASV_2889	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Leptosphaeriaceae	g__Leptosphaeria	s__sclerotioides
ASV_2890	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Pezizomycotina_fam_Incertae_sedis	g__Weissia	NA
ASV_2891	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Sporormiaceae	g__Preussia	s__polymorpha
ASV_2892	k__Fungi	p__Ascomycota	c__Archaeorhizomycetes	o__Archaeorhizomycetales	f__Archaeorhizomycetaceae	g__Archaeorhizomyces	NA
ASV_2893	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2894	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2895	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Cladosporiaceae	g__Cladosporium	NA
ASV_2896	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Amorphothecaceae	NA	NA
ASV_2897	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_2898	k__Fungi	p__Rozellomycota	NA	NA	NA	NA	NA
ASV_2899	k__Fungi	p__Ascomycota	c__Dothideomycetes	NA	NA	NA	NA
ASV_2900	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
